4.076509	11.870000	economy
13.130000	18.540000	trade
19.720000	25.520000	market
26.690000	32.960000	industry
34.440000	41.550000	merchant
42.810000	50.030000	financial
51.100000	55.860000	fund
57.180000	63.740000	donate
64.990000	70.250000	endow
71.550000	77.720000	commercial
78.710000	83.800000	advertise
84.870000	90.740000	slogan
92.000000	100.260000	purchase
101.520000	105.960000	lease
107.160000	112.000000	afford
113.200000	118.670000	retail
119.750000	126.150000	chain
127.250000	132.600000	grocery
133.710000	139.720000	discount
140.830000	146.420000	promotion
147.470000	153.180000	voucher
154.520000	162.040000	coupon
163.110000	168.020000	currency
169.400000	175.910000	exchange
177.020000	182.150000	swap
183.510000	189.630000	receipt
190.800000	196.100000	invoice
197.180000	201.940000	tax
203.040000	209.460000	levy
210.720000	215.810000	tariff
217.050000	222.040000	duty
223.350000	228.630000	impose
229.590000	236.010000	consume
237.050000	243.930000	spend
244.960000	250.520000	cost
251.700000	260.320000	expense
261.510000	269.420000	revenue
270.390000	275.650000	gross
276.860000	282.420000	recession
283.650000	289.810000	depression
291.130000	296.940000	crisis
298.090000	304.160000	security
305.340000	312.010000	bond
313.310000	322.960000	debt
324.360000	333.000000	deficit
334.380000	341.890000	inflation
343.180000	349.890000	deflation
351.310000	357.920000	dwindle
359.300000	366.820000	decrease
367.950000	375.570000	downsize
376.760000	381.680000	decline
382.800000	388.320000	diminish
389.470000	396.290000	reduce
397.380000	404.970000	increase
406.000000	413.600000	increment
414.980000	419.960000	growth
420.930000	426.530000	escalate
427.690000	432.730000	expand
433.850000	440.130000	influx
441.340000	445.960000	affluent
447.170000	453.120000	enrich
454.420000	461.300000	sufficient
462.340000	467.400000	adequate
468.590000	474.010000	spare
475.340000	481.740000	saving
482.830000	489.380000	redundant
490.540000	497.560000	lack
498.900000	504.870000	company
506.020000	512.780000	firm
513.840000	520.120000	enterprise
521.280000	527.630000	agent
528.920000	534.570000	entity
535.770000	541.780000	invest
542.910000	549.290000	input
550.530000	557.200000	product
558.400000	564.360000	acquisition
565.440000	570.490000	goods
571.410000	575.750000	cargo
576.870000	582.690000	insure
583.630000	590.430000	guarantee
591.350000	597.420000	reliable
598.730000	605.100000	negotiation
606.190000	611.900000	attend
612.910000	618.570000	absent
620.090000	625.710000	sale
626.810000	632.750000	wholesale
633.900000	638.350000	auction
639.750000	645.130000	bid
646.490000	650.730000	deal
651.970000	661.390000	transaction
662.480000	668.450000	turnover
669.710000	674.710000	dump
675.840000	683.730000	export
684.870000	693.860000	import
694.880000	701.050000	quota
702.100000	707.440000	share
708.150000	714.490000	benefit
715.610000	720.460000	interest
721.800000	727.930000	dividend
729.030000	734.410000	stock
735.660000	739.770000	account
740.890000	747.820000	deposit
749.040000	756.250000	instalment
757.330000	761.340000	cheque
762.260000	766.440000	cash
767.540000	773.080000	coin
774.010000	778.600000	shilling
779.890000	784.680000	copper
785.760000	790.930000	treasure
792.300000	796.390000	wealth
797.560000	804.010000	estate
805.060000	810.550000	possess
811.560000	817.220000	legacy
818.350000	824.920000	descend
825.900000	830.380000	worthy
831.590000	837.130000	valuable
838.280000	842.590000	cheap
843.910000	850.640000	incentive
851.820000	859.750000	accelerate
860.900000	865.430000	prompt
866.630000	872.660000	salary
873.880000	884.260000	income
885.410000	891.230000	wage
892.560000	897.620000	payment
898.960000	905.740000	refund
906.990000	913.080000	reimburse
913.990000	919.560000	payroll
920.950000	926.100000	remuneration
927.070000	934.130000	subsidy
935.440000	940.050000	earn
941.130000	947.690000	undertaking
948.810000	955.350000	career
956.250000	962.680000	profession
963.730000	971.490000	occupation
972.480000	976.550000	job
977.820000	983.500000	vocation
984.690000	989.550000	labour
990.900000	997.310000	workforce
998.360000	1003.530000	workaholic
1004.500000	1009.570000	personnel
1010.620000	1015.990000	clerk
1017.080000	1023.180000	interview
1024.430000	1031.440000	résumé
1032.680000	1038.560000	recommend
1039.700000	1045.040000	employ
1046.250000	1052.430000	hire
1053.800000	1057.940000	fire
1058.990000	1065.090000	lay-off
1066.400000	1071.450000	dismiss
1072.470000	1081.190000	discharge
1082.320000	1088.420000	resign
1089.560000	1094.160000	sack
1095.440000	1102.760000	retire
1103.920000	1110.240000	result
1111.480000	1117.230000	failure
1118.200000	1122.930000	abortion
1123.890000	1130.700000	loss
1131.940000	1139.610000	opportunity
1141.030000	1147.010000	chance
1147.990000	1153.420000	choose
1154.540000	1163.590000	change
1164.870000	1170.170000	solve
1171.560000	1177.920000	develop
1178.890000	1185.320000	sustainable
1186.610000	1191.860000	improve
1193.100000	1199.180000	manage
1200.270000	1205.650000	regulate
1206.670000	1213.560000	sanction
1214.430000	1223.140000	coordinate
1224.260000	1230.710000	cooperate
1232.110000	1237.390000	collaborate
