1.300000	10.500000	law
11.560000	17.720000	legal
19.020000	23.970000	rule
25.230000	32.410000	regulation
33.580000	38.820000	item
39.950000	46.690000	treaty
47.970000	54.950000	agreement
56.200000	62.380000	charter
63.870000	69.990000	protocol
71.380000	77.550000	norm
79.000000	86.340000	benchmark
87.850000	93.830000	criteria
95.090000	101.610000	standard
102.980000	107.750000	permit
109.040000	114.530000	allow
116.020000	121.260000	admission
122.720000	127.820000	perform
129.070000	134.060000	enforce
135.470000	141.270000	default
142.820000	149.790000	reject
151.360000	156.130000	constraint
157.590000	166.480000	official
168.150000	173.160000	mandatory
174.950000	180.460000	potent
181.880000	187.250000	bound
188.710000	193.750000	obligation
195.090000	201.040000	court
202.510000	208.710000	supreme
210.240000	217.060000	enact
218.730000	225.240000	legislate
227.280000	233.320000	equity
234.980000	239.440000	fair
240.740000	245.990000	just
247.650000	252.920000	prejudice
254.250000	259.720000	discrimination
261.160000	265.950000	accuse
267.670000	272.330000	sue
274.020000	278.580000	prosecute
280.340000	286.630000	condemn
288.060000	293.310000	complain
294.700000	300.140000	boycott
301.600000	308.450000	session
309.960000	316.160000	mediate
317.890000	323.310000	plea
324.760000	329.980000	appeal
331.790000	336.470000	contradict
337.820000	343.680000	persuade
344.960000	351.860000	controversy
353.570000	358.400000	whisper
359.830000	364.510000	mutter
366.014762	371.514762	murmur
372.840000	379.020000	silent
380.420000	385.110000	mute
386.640000	393.070000	investigate
394.470000	403.160000	witness
404.940000	409.700000	justify
411.350000	416.480000	reasonable
418.280000	424.890000	suitable
426.230000	433.840000	judge
435.360000	441.210000	jury
442.600000	450.120000	trial
451.670000	459.200000	suspect
460.780000	468.530000	sentence
470.000000	475.330000	arrest
476.880000	481.810000	jail
483.150000	488.990000	prison
490.440000	496.070000	confine
497.500000	503.550000	oversee
505.220000	511.570000	supervise
512.890000	518.310000	restrict
519.860000	526.950000	restrain
528.610000	534.530000	commit
535.910000	542.140000	sin
543.350000	548.350000	crime
549.990000	559.220000	vice
560.620000	567.540000	bribe
568.930000	573.650000	rob
574.920000	580.310000	pirate
581.790000	586.360000	steal
587.630000	592.100000	thief
593.530000	598.450000	murder
599.730000	606.480000	suicide
608.140000	612.110000	deceive
613.210000	617.570000	cheat
619.040000	626.190000	fraud
627.810000	632.030000	liar
633.520000	638.180000	trap
639.740000	645.060000	trick
646.260000	653.030000	pretend
654.790000	659.250000	fool
660.510000	665.180000	stigma
666.370000	671.800000	confess
672.950000	679.070000	conform
680.480000	686.510000	reconcile
688.290000	694.450000	obey
695.860000	703.080000	succumb
704.860000	709.790000	penalty
711.150000	716.610000	fine
718.210000	723.410000	mortgage
724.500000	729.820000	ownership
731.230000	736.280000	copyright
737.370000	741.830000	privilege
743.260000	749.740000	accredit
750.980000	757.170000	clue
758.580000	764.050000	access
765.380000	770.220000	anonymous
771.570000	777.860000	false
779.500000	784.480000	genuine
786.310000	792.320000	procedure
794.120000	800.870000	routine
802.510000	807.470000	consequence
809.120000	813.370000	demand
815.040000	820.990000	request
822.070000	828.120000	require
829.650000	836.310000	petition
837.630000	842.390000	command
843.730000	850.560000	instruct
